y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,"[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]","[650, 79, 270]"
0,"[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]"
0,"[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]","[2132, 626, 715]"
0,"[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4894, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]","[4700, 4100, 1812]"
0,"[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]","[5515, 5444, 4834]"
0,"[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]","[4821, 5775, 5519]"
0,"[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]","[1626, 2761, 2952]"
0,"[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]"
0,"[3499, 3348, 4084]","[3499, 3348, 4084]","[4000, 3348, 4084]","[3499, 3348, 4084]","[3499, 3348, 4084]","[4755, 3348, 4084]","[4755, 3348, 4084]","[4755, 3348, 4084]","[5342, 4452, 4084]","[5342, 4452, 4084]","[5342, 4452, 4084]","[5342, 4452, 4084]","[5342, 4452, 4084]","[5342, 4452, 4084]","[5342, 4452, 4084]"
0,"[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]","[4096, 2649, 3692]"
0,"[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]","[2923, 2471, 1987]"
0,"[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]","[6525, 1814, 270]"
0,"[4708, 3509, 4967]","[4708, 3509, 4967]","[4708, 3509, 4967]","[4708, 3598, 5070]","[4708, 3509, 4967]","[4708, 3509, 4967]","[4708, 3509, 4967]","[4708, 3509, 4967]","[4708, 3598, 5070]","[4708, 3598, 5070]","[4708, 3598, 5070]","[4708, 3598, 5070]","[4708, 3598, 5070]","[4708, 3598, 5070]","[4708, 3598, 5070]"
0,"[452, 108, 2114]","[452, 108, 2114]","[452, 108, 2114]","[768, 256, 2625]","[452, 108, 2114]","[452, 108, 2114]","[452, 108, 2114]","[452, 108, 2114]","[452, 108, 2114]","[452, 108, 2114]","[452, 108, 2114]","[452, 108, 2114]","[452, 210, 1699]","[452, 108, 2114]","[452, 108, 2114]"
0,"[749, 2758, 3680]","[749, 2758, 3680]","[749, 2758, 3680]","[1144, 2758, 3680]","[749, 2758, 3680]","[749, 2758, 3680]","[749, 2758, 3680]","[1477, 3021, 3680]","[1477, 3021, 3680]","[1477, 3021, 3680]","[1477, 3021, 3680]","[1477, 3021, 3680]","[1477, 3021, 3680]","[1477, 3021, 3680]","[1477, 3021, 3680]"
0,"[213, 887, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[4346, 1959, 2765]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]"
0,"[7011, 3534, 2482]","[7011, 3534, 2482]","[7011, 3534, 2482]","[7011, 3534, 2482]","[7011, 3534, 2482]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]","[7011, 3534, 763]"
0,"[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 1733]"
0,"[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]"
0,"[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[1942, 568, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]","[2062, 724, 234]"
0,"[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]","[29, 14, 372]"
0,"[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3408, 1200, 1309]","[3675, 1352, 2272]","[3675, 1352, 2272]","[3675, 1352, 2272]"
0,"[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]","[2177, 1016, 855]"
0,"[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]"
0,"[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]"
0,"[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]","[5451, 7608, 7422]"
0,"[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]","[1724, 823, 3254]"
0,"[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]"
0,"[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[1862, 978, 598]","[1862, 978, 598]","[1401, 986, 598]","[1401, 986, 598]","[1401, 986, 598]"
0,"[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]"
0,"[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]"
0,"[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 2931]","[4301, 5232, 2931]","[4301, 5232, 2931]"
0,"[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]","[1838, 266, 101]"
0,"[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]","[6220, 4901, 3406]"
0,"[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]","[3171, 2132, 626]"
0,"[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]","[1812, 40, 13]"
0,"[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[202, 2748, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]","[823, 3254, 1900]"
0,"[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]","[5253, 7156, 3348]"
0,"[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]","[823, 1146, 6188]"
0,"[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]","[283, 846, 71]"
0,"[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 3042]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]"
0,"[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 4568]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]","[3153, 5455, 3399]"
0,"[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]","[2012, 5929, 6130]"
1,"[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[2466, 1626, 2761]","[1733, 1685, 2928]"
0,"[706, 1173, 2702]","[706, 1173, 2702]","[926, 1290, 2702]","[926, 1290, 2702]","[926, 1290, 2702]","[926, 1290, 2702]","[926, 1290, 2702]","[926, 1290, 2702]","[926, 1290, 2702]","[783, 642, 2702]","[783, 642, 2702]","[783, 642, 2702]","[1342, 1416, 4299]","[1342, 1416, 4299]","[1342, 1416, 4299]"
0,"[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1711, 3152]","[979, 1882, 3336]"
0,"[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]","[2322, 2063, 1838]"
0,"[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[6948, 5332, 5463]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]","[7632, 6206, 6081]"
0,"[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]","[733, 1823, 817]"
0,"[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[169, 445, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]","[103, 114, 55]"
0,"[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[2742, 2103, 4377]","[636, 526, 3499]","[636, 526, 3499]","[636, 526, 3499]"
0,"[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[1015, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]"
0,"[3509, 4967, 4534]","[3509, 4967, 3758]","[3509, 4967, 4534]","[3509, 4967, 4534]","[3509, 4967, 4534]","[3509, 4967, 4534]","[3509, 4967, 4534]","[3509, 4967, 4534]","[3598, 5070, 4092]","[3598, 5070, 4092]","[3598, 5070, 4092]","[3598, 5070, 4092]","[3598, 5070, 4092]","[3598, 5070, 4092]","[3598, 5070, 4092]"
0,"[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]","[659, 124, 80]"
0,"[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]","[6443, 5451, 7608]"
0,"[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]"
0,"[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1159, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]","[1621, 1484, 1138]"
0,"[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]","[979, 1882, 3336]"
0,"[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]","[2492, 1263, 1431]"
0,"[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 7170, 1438]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]","[2649, 3692, 603]"
0,"[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]"
0,"[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]","[289, 1309, 3018]"
0,"[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]"
0,"[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]","[9048, 9048, 3309]"
0,"[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[1425, 926, 2358]"
0,"[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]","[585, 3385, 1283]"
0,"[3459, 2703, 1023]","[3459, 2703, 1023]","[3459, 2703, 1023]","[3459, 2703, 1023]","[3459, 2703, 1023]","[3459, 2703, 1023]","[2133, 2703, 1023]","[1871, 1078, 3177]","[3459, 2703, 1023]","[3459, 2703, 1023]","[3459, 2703, 1023]","[3459, 2703, 1023]","[2692, 1078, 449]","[2692, 1078, 449]","[1549, 1078, 449]"
0,"[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[4377, 4301, 5232]","[3499, 4301, 5232]","[3499, 4301, 5232]","[3499, 4301, 5232]"
0,"[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]","[5775, 5519, 228]"
0,"[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3408, 1200]","[3406, 3675, 1352]","[3406, 3675, 1352]","[3406, 3675, 1352]"
0,"[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]"
0,"[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]","[2323, 965, 1282]"
0,"[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]","[1856, 874, 1703]"
0,"[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 3031, 2215]","[3835, 1862, 978]","[3835, 1862, 978]","[2855, 1401, 986]","[2855, 1401, 986]","[2855, 1401, 986]"
